bath,balcony,price,total_sqft_int,bhk,price_per_sqft
4.0,2.0,136.0,1250.0,3.0,10880.0
2.0,1.0,40.0,1056.0,1.0,3787.878787878788
2.0,0.0,80.0,1205.0,2.0,6639.004149377593
4.0,1.0,70.0,1700.0,4.0,4117.64705882353
4.0,2.0,130.0,3700.0,3.0,3513.5135135135133
2.0,2.0,50.0,1532.0,2.0,3263.7075718015667
3.0,0.0,51.0,1150.0,3.0,4434.782608695652
2.0,2.0,85.0,1000.0,2.0,8500.0
2.0,2.0,56.12,1290.0,3.0,4350.387596899225
2.0,1.0,50.0,1146.0,1.0,4363.001745200698
1.0,1.0,128.0,1400.0,4.0,9142.857142857143
2.0,2.0,48.0,1464.0,2.0,3278.688524590164
2.0,1.0,80.0,1760.0,4.0,4545.454545454545
2.0,1.0,42.8,1932.0,2.0,2215.3209109730847
2.0,1.0,52.4,2431.0,2.0,2155.4915672562734
2.0,2.0,49.0,1220.0,2.0,4016.3934426229507
2.0,2.0,53.51,1625.0,3.0,3292.923076923077
2.0,1.0,45.48,3155.0,2.0,1441.5213946117274
2.0,2.0,50.0,1083.0,2.0,4616.805170821792
2.0,3.0,60.47,1073.0,2.0,5635.601118359739
2.0,2.0,53.12,1756.0,2.0,3025.0569476082005
3.0,2.0,54.2,1250.0,3.0,4336.0
2.0,2.0,72.0,2367.0,2.0,3041.825095057034
2.0,2.0,55.46,1314.0,3.0,4220.700152207001
2.0,2.0,42.0,1297.0,2.0,3238.242097147263
2.0,2.0,46.0,2500.0,2.0,1840.0
2.0,2.0,42.0,1205.0,2.0,3485.4771784232366
2.0,2.0,48.0,3012.0,3.0,1593.6254980079682
2.0,2.0,40.0,1745.0,2.0,2292.2636103151863
2.0,1.0,41.0,1340.0,3.0,3059.7014925373132
2.0,2.0,75.0,1082.0,2.0,6931.6081330868765
2.0,0.0,95.0,1253.0,3.0,7581.803671189146
2.0,2.0,95.0,1130.0,2.0,8407.079646017699
2.0,2.0,50.0,1225.0,2.0,4081.6326530612246
3.0,2.0,77.0,1220.0,3.0,6311.475409836065
3.0,2.0,56.0,1936.0,3.0,2892.561983471074
3.0,2.0,56.0,1922.0,2.0,2913.6316337148805
4.0,3.0,155.0,1205.0,3.0,12863.070539419086
2.0,1.0,50.0,2400.0,2.0,2083.3333333333335
2.0,1.0,65.0,1200.0,3.0,5416.666666666667
3.0,3.0,105.0,2075.0,3.0,5060.240963855422
2.0,2.0,36.0,1650.0,3.0,2181.818181818182
3.0,1.0,210.0,1500.0,2.0,14000.0
2.0,2.0,45.0,5400.0,2.0,833.3333333333334
2.0,1.0,71.22,1050.0,3.0,6782.857142857143
2.0,2.0,62.0,1200.0,1.0,5166.666666666667
2.0,2.0,50.0,1850.0,3.0,2702.7027027027025
2.0,1.0,50.0,1350.0,3.0,3703.703703703704
3.0,1.0,90.0,1392.0,3.0,6465.517241379311
2.0,2.0,43.0,1412.0,1.0,3045.325779036827
2.0,2.0,46.0,1495.0,1.0,3076.923076923077
2.0,2.0,48.0,1345.0,3.0,3568.7732342007434
2.0,2.0,111.0,980.0,2.0,11326.530612244898
3.0,3.0,120.0,1185.0,2.0,10126.582278481013
3.0,1.0,250.0,1950.2,2.0,12819.198030971182
3.0,3.0,110.0,1250.0,2.0,8800.0
3.0,2.0,260.0,1450.0,2.0,17931.03448275862
2.0,1.0,225.0,2556.0,3.0,8802.81690140845
3.0,3.0,150.0,2181.0,3.0,6877.57909215956
3.0,3.0,100.0,1173.0,2.0,8525.149190110827
3.0,3.0,140.0,1705.0,3.0,8211.143695014664
2.0,1.0,120.0,1480.0,4.0,8108.108108108108
2.0,2.0,72.0,1691.0,4.0,4257.835600236546
3.0,2.0,95.0,1000.0,2.0,9500.0
3.0,2.0,800.0,1665.0,4.0,48048.04804804805
3.0,1.0,763.0,1790.0,2.0,42625.69832402235
3.0,1.0,501.0,1200.0,2.0,41750.0
3.0,2.0,560.0,1250.0,3.0,44800.0
3.0,0.0,80.0,1600.0,3.0,5000.0
3.0,3.0,72.0,1515.0,3.0,4752.475247524752
3.0,1.0,225.0,1210.0,2.0,18595.04132231405
2.0,1.0,181.0,1330.0,3.0,13609.022556390977
1.0,1.0,40.0,1400.0,3.0,2857.1428571428573
2.0,1.0,42.5,1300.0,3.0,3269.230769230769
3.0,1.0,65.0,1520.0,3.0,4276.315789473684
2.0,1.0,42.0,1480.0,3.0,2837.837837837838
2.0,1.0,68.0,2065.5,3.0,3292.1810699588477
2.0,1.0,53.0,1260.0,2.0,4206.349206349207
2.0,1.0,58.0,2144.0,3.0,2705.223880597015
2.0,1.0,75.0,1152.0,1.0,6510.416666666667
2.0,0.0,70.0,1251.0,2.0,5595.523581135092
2.0,1.0,152.0,1864.0,2.0,8154.50643776824
3.0,2.0,125.0,1535.0,2.0,8143.322475570033
2.0,1.0,86.65,957.0,2.0,9054.336468129572
2.0,1.0,78.56,1200.0,2.0,6546.666666666667
2.0,2.0,62.0,975.0,2.0,6358.974358974359
2.0,2.0,126.0,1500.0,2.0,8400.0
4.0,1.5843757375501535,986.0,1645.0,3.0,59939.20972644377
2.0,2.0,125.0,1800.0,3.0,6944.444444444444
2.0,2.0,75.0,1100.0,1.0,6818.181818181818
2.0,2.0,52.43,1350.0,2.0,3883.703703703704
2.0,1.0,59.0,1196.0,2.0,4933.110367892977
3.0,2.0,180.0,1215.0,3.0,14814.814814814816
3.0,1.0,145.0,1567.2,3.0,9252.16947422154
3.0,0.0,88.2,1447.0,3.0,6095.369730476848
3.0,1.0,85.0,1057.0,2.0,8041.62724692526
2.0,1.0,65.0,2125.0,2.0,3058.823529411765
3.0,1.0,107.0,1655.0,3.0,6465.256797583082
2.0,0.0,62.425,1140.0,2.0,5475.877192982456
1.0,1.0,26.91,10000.0,2.0,269.1
2.0,1.0,80.0,1375.0,2.0,5818.181818181818
2.0,1.0,62.0,1113.0,2.0,5570.530098831986
3.0,3.0,92.0,1100.0,2.0,8363.636363636364
5.0,2.0,199.0,3596.0,5.0,5533.926585094549
4.0,1.0,52.0,1452.0,3.0,3581.267217630854
2.0,1.0,65.0,2502.0,3.0,2597.921662669864
2.0,2.0,45.0,1276.0,2.0,3526.6457680250783
2.0,2.0,45.0,1173.0,3.0,3836.317135549872
2.0,1.0,42.0,1835.0,2.0,2288.8283378746596
2.0,1.0,61.0,1678.0,2.0,3635.280095351609
2.0,1.0,80.0,1090.0,2.0,7339.4495412844035
3.0,3.0,68.0,1830.0,2.0,3715.846994535519
3.0,1.0,97.0,1050.0,2.0,9238.095238095239
2.0,2.0,49.0,1325.0,2.0,3698.1132075471696
2.0,1.0,53.56,1110.0,3.0,4825.225225225226
2.0,1.0,44.0,1070.0,2.0,4112.14953271028
2.0,1.0,47.0,1200.0,2.0,3916.6666666666665
2.0,1.0,55.0,1819.0,3.0,3023.639362286971
2.0,3.0,36.0,940.0,2.0,3829.7872340425533
2.0,2.0,60.0,1892.0,3.0,3171.247357293869
3.0,2.0,75.0,1590.0,3.0,4716.981132075472
2.0,2.0,60.0,1200.0,2.0,5000.0
3.0,2.0,121.0,1080.0,2.0,11203.703703703704
2.0,2.0,50.0,1365.0,2.0,3663.003663003663
2.0,2.0,48.0,1180.0,3.0,4067.7966101694915
3.0,2.0,135.0,1235.0,3.0,10931.174089068825
2.0,1.0,71.0,2882.0,2.0,2463.5669673837615
2.0,1.0,46.0,3100.0,2.0,1483.8709677419354
2.0,2.0,45.0,1355.0,1.0,3321.0332103321034
2.0,1.0,56.0,1622.0,1.0,3452.5277435265107
3.0,3.0,57.2,3730.0,2.0,1533.5120643431635
2.0,1.0,46.5,1710.0,2.0,2719.2982456140353
2.0,1.0,46.75,1350.0,3.0,3462.962962962963
2.0,2.0,50.0,3895.0,2.0,1283.6970474967907
2.0,1.0,41.18,1115.0,3.0,3693.2735426008967
2.0,2.0,60.0,7000.0,2.0,857.1428571428571
2.0,2.0,71.0,1370.0,3.0,5182.481751824817
2.0,2.0,45.0,1335.0,2.0,3370.7865168539324
2.0,1.5843757375501535,52.0,1215.0,2.0,4279.835390946502
2.0,2.0,60.0,1290.0,2.0,4651.162790697675
2.0,3.0,73.0,1480.0,3.0,4932.4324324324325
2.0,2.0,69.0,2020.0,2.0,3415.841584158416
2.0,2.0,87.0,3000.0,3.0,2900.0
3.0,2.0,80.0,1750.0,2.0,4571.428571428572
2.0,2.0,120.0,1255.0,3.0,9561.752988047809
3.0,1.0,300.0,1325.0,3.0,22641.509433962263
3.0,1.0,142.0,1282.0,2.0,11076.443057722308
2.0,2.0,37.0,1367.0,2.0,2706.6569129480613
2.0,2.0,30.0,1465.0,3.0,2047.7815699658704
3.0,2.0,45.33,1130.0,2.0,4011.504424778761
2.0,2.0,26.0,1140.0,2.0,2280.7017543859647
3.0,1.0,74.0,1120.0,3.0,6607.142857142857
2.0,3.0,70.0,1100.0,3.0,6363.636363636364
4.0,1.0,70.0,3000.0,4.0,2333.3333333333335
2.0,3.0,39.0,1095.0,3.0,3561.6438356164385
1.0,2.0,27.0,1470.0,3.0,1836.734693877551
2.0,2.0,43.0,1403.0,2.0,3064.861012116892
2.0,1.0,40.39,1300.0,3.0,3106.923076923077
2.0,2.0,58.39,1330.0,3.0,4390.225563909775
3.0,1.5843757375501535,115.0,3600.0,5.0,3194.4444444444443
2.0,1.0,40.39,1355.0,2.0,2980.811808118081
2.0,1.0,42.87,1464.0,3.0,2928.27868852459
2.0,1.0,41.0,994.0,2.0,4124.748490945674
2.0,2.0,42.0,1464.0,2.0,2868.8524590163934
2.0,2.0,56.0,1610.0,3.0,3478.2608695652175
2.0,3.0,62.0,1385.0,2.0,4476.534296028881
2.0,1.0,48.5,1169.0,3.0,4148.845166809238
2.0,3.0,55.0,1162.0,3.0,4733.218588640276
3.0,1.5843757375501535,75.0,1099.0,3.0,6824.385805277525
1.0,2.0,65.01,1151.0,3.0,5648.132059079063
3.0,2.0,85.0,1260.0,3.0,6746.0317460317465
3.0,3.0,176.0,1170.0,3.0,15042.735042735043
2.0,2.0,40.0,1184.0,3.0,3378.3783783783783
2.0,1.0,59.0,1762.0,4.0,3348.467650397276
2.0,2.0,48.4,2400.0,1.0,2016.6666666666667
2.0,0.0,33.0,970.0,2.0,3402.061855670103
2.0,1.0,25.0,1300.0,2.0,1923.076923076923
3.0,2.0,65.0,1690.0,3.0,3846.153846153846
2.0,1.0,51.0,1240.0,3.0,4112.903225806452
2.0,2.0,33.5,1111.0,3.0,3015.3015301530154
2.0,2.0,39.0,1255.0,3.0,3107.569721115538
2.0,1.0,32.0,1478.0,2.0,2165.0879566982408
2.0,3.0,32.0,1440.0,2.0,2222.222222222222
3.0,3.0,62.0,1750.0,3.0,3542.8571428571427
2.0,1.0,32.0,1250.0,2.0,2560.0
2.0,1.0,50.0,1728.0,2.0,2893.5185185185187
2.0,2.0,30.0,1100.0,2.0,2727.2727272727275
3.0,1.0,45.0,1370.0,3.0,3284.6715328467153
2.0,2.0,50.0,1295.0,2.0,3861.003861003861
3.0,1.0,65.0,1340.0,2.0,4850.746268656716
2.0,3.0,44.0,1115.0,1.0,3946.188340807175
2.0,2.0,80.0,1405.0,1.0,5693.950177935943
3.0,2.0,99.0,1830.0,3.0,5409.836065573771
3.0,2.0,115.0,1858.0,5.0,6189.4510226049515
2.0,3.0,85.0,2072.0,4.0,4102.316602316602
3.0,2.0,410.0,1125.0,2.0,36444.444444444445
2.0,1.0,71.0,1230.0,2.0,5772.357723577235
2.0,3.0,65.0,1200.0,3.0,5416.666666666667
3.0,2.0,280.0,3019.0,2.0,9274.594236502153
3.0,2.0,88.0,2002.0,3.0,4395.604395604396
4.0,1.0,760.0,1355.0,3.0,56088.56088560886
3.0,2.0,90.0,1330.0,3.0,6766.917293233083
2.0,1.0,217.0,1200.0,3.0,18083.333333333332
2.0,2.0,85.0,1144.0,2.0,7430.06993006993
3.0,1.0,135.0,1135.0,2.0,11894.273127753304
3.0,0.0,120.0,1700.0,2.0,7058.823529411765
3.0,2.0,125.0,1200.0,3.0,10416.666666666666
2.0,1.0,95.0,1515.0,3.0,6270.62706270627
3.0,2.0,145.0,800.0,2.0,18125.0
3.0,1.0,180.0,1252.0,3.0,14376.996805111821
3.0,1.5843757375501535,235.0,1660.0,2.0,14156.626506024097
2.0,1.0,22.14,1110.0,2.0,1994.5945945945946
2.0,2.0,25.53,1570.0,2.0,1626.1146496815286
2.0,2.0,50.0,1500.0,2.0,3333.3333333333335
2.0,2.0,31.5,1300.0,3.0,2423.076923076923
2.0,2.0,43.5,1093.0,2.0,3979.871912168344
2.0,1.0,25.4,1200.0,2.0,2116.6666666666665
2.0,2.0,32.9,2495.0,4.0,1318.6372745490983
2.0,1.0,100.0,1050.0,3.0,9523.809523809523
2.0,1.0,200.0,2792.0,2.0,7163.323782234957
3.0,1.0,150.0,1750.0,2.0,8571.42857142857
3.0,1.0,105.0,1395.0,3.0,7526.881720430108
2.0,2.0,82.0,1225.0,2.0,6693.877551020408
3.0,3.0,102.0,1590.0,2.0,6415.094339622641
2.0,1.0,65.0,1053.4,2.0,6170.4955382570715
3.0,3.0,125.0,1207.0,3.0,10356.255178127589
2.0,2.0,86.0,1047.0,2.0,8213.944603629418
3.0,1.0,80.0,1750.0,2.0,4571.428571428572
3.0,1.0,268.0,2380.0,2.0,11260.504201680673
2.0,2.0,65.0,1269.0,2.0,5122.14342001576
3.0,0.0,110.0,1435.0,3.0,7665.505226480836
2.0,1.0,70.0,1100.0,2.0,6363.636363636364
2.0,1.0,70.0,1050.0,3.0,6666.666666666667
3.0,3.0,135.0,1494.0,2.0,9036.144578313253
3.0,3.0,95.0,975.0,2.0,9743.589743589744
2.0,1.0,60.0,840.0,2.0,7142.857142857143
2.0,1.0,64.5,1470.0,3.0,4387.755102040816
2.0,1.0,64.5,1550.0,3.0,4161.290322580645
2.0,1.0,56.0,1500.0,3.0,3733.3333333333335
2.0,1.0,52.0,1340.0,2.0,3880.597014925373
2.0,1.0,46.0,1200.0,2.0,3833.3333333333335
2.0,2.0,42.0,1080.0,2.0,3888.8888888888887
2.0,1.0,63.0,1075.0,2.0,5860.46511627907
3.0,2.0,99.0,2845.0,3.0,3479.7891036906854
2.0,1.0,32.49,810.0,2.0,4011.1111111111113
2.0,2.0,42.0,1202.0,3.0,3494.1763727121465
2.0,1.0,55.0,1177.5,1.0,4670.912951167728
2.0,1.0,41.0,1176.0,3.0,3486.394557823129
2.0,1.0,68.75,1200.0,3.0,5729.166666666667
2.0,1.0,73.3,1360.0,1.0,5389.705882352941
2.0,1.0,71.0,1015.0,2.0,6995.073891625616
2.0,0.0,56.93,1162.0,3.0,4899.311531841652
2.0,1.0,65.49,1170.0,3.0,5597.435897435897
3.0,2.0,62.0,1255.0,3.0,4940.239043824701
2.0,1.0,56.1,1280.0,3.0,4382.8125
2.0,1.0,65.65,1420.0,2.0,4623.239436619719
2.0,0.0,42.0,804.1,2.0,5223.230941425196
2.0,1.0,75.0,1200.0,3.0,6250.0
2.0,1.0,54.0,1230.0,2.0,4390.243902439024
3.0,2.0,89.0,1875.0,3.0,4746.666666666667
2.0,1.0,72.0,1050.0,1.0,6857.142857142857
2.0,2.0,45.0,1300.0,1.0,3461.5384615384614
2.0,1.0,65.35,1194.0,2.0,5473.199329983248
2.0,1.0,65.0,1194.0,3.0,5443.886097152429
2.0,1.0,40.0,5600.0,1.0,714.2857142857143
3.0,2.0,70.0,1140.0,3.0,6140.350877192983
3.0,2.0,58.0,1065.0,2.0,5446.0093896713615
2.0,1.0,70.5,1700.0,3.0,4147.058823529412
2.0,2.0,45.0,1280.0,3.0,3515.625
3.0,2.0,104.0,2400.0,3.0,4333.333333333333
2.0,2.0,55.0,1304.0,3.0,4217.791411042945
2.0,2.0,44.0,1124.0,2.0,3914.5907473309608
2.0,1.0,65.5,7000.0,8.0,935.7142857142857
2.0,1.0,65.75,1200.0,3.0,5479.166666666667
3.0,0.0,45.03,975.0,2.0,4618.461538461538
2.0,1.0,58.0,1015.0,2.0,5714.285714285715
1.0,1.0,15.0,1457.0,1.0,1029.512697323267
2.0,1.0,59.32,1302.0,2.0,4556.067588325653
3.0,2.0,90.0,1810.0,2.0,4972.375690607735
2.0,1.0,58.0,1470.0,2.0,3945.578231292517
2.0,1.0,79.0,1200.0,3.0,6583.333333333333
2.0,2.0,42.0,1016.0,2.0,4133.858267716535
2.0,1.0,67.15,1548.3,3.0,4337.014790415295
2.0,1.0,51.0,1160.0,2.0,4396.551724137931
2.0,1.0,58.0,1500.0,1.0,3866.6666666666665
2.0,1.0,52.0,1200.0,2.0,4333.333333333333
4.0,3.0,119.0,2328.0,6.0,5111.683848797251
2.0,2.0,60.0,1035.0,2.0,5797.101449275362
2.0,1.0,70.93,1450.0,2.0,4891.724137931035
2.0,1.0,39.95,1310.0,1.0,3049.6183206106875
2.0,1.0,53.9,1200.0,2.0,4491.666666666667
2.0,1.0,54.0,1395.0,2.0,3870.967741935484
2.0,1.0,77.5,1436.0,3.0,5396.935933147633
2.0,1.0,67.0,1155.0,2.0,5800.865800865801
2.0,1.0,63.0,1100.0,2.0,5727.272727272727
2.0,1.0,64.0,1200.0,3.0,5333.333333333333
2.0,1.5843757375501535,78.0,1200.0,2.0,6500.0
2.0,1.0,44.1,1050.0,2.0,4200.0
2.0,1.0,39.0,850.0,2.0,4588.235294117647
2.0,1.0,65.58,1585.0,3.0,4137.539432176656
2.0,1.0,65.4,1409.0,4.0,4641.589779985806
2.0,1.0,38.0,2250.0,6.0,1688.888888888889
2.0,1.0,72.9,1800.0,3.0,4050.0000000000005
2.0,2.0,30.0,1919.0,1.0,1563.314226159458
2.0,2.0,35.0,4800.0,1.0,729.1666666666666
2.0,1.0,63.0,1100.0,3.0,5727.272727272727
2.0,0.0,35.0,1056.0,3.0,3314.3939393939395
2.0,1.0,70.0,1200.0,2.0,5833.333333333333
2.0,1.0,65.45,1073.0,3.0,6099.720410065238
2.0,1.0,58.0,1300.0,1.0,4461.538461538462
2.0,2.0,42.0,1103.0,3.0,3807.7969174977334
3.0,1.0,55.0,1081.0,2.0,5087.881591119334
2.0,1.0,50.0,1092.0,2.0,4578.754578754579
2.0,1.0,72.0,1626.6,3.0,4426.4109184802655
3.0,1.0,70.0,1205.0,3.0,5809.128630705394
2.0,1.0,39.9,1210.0,3.0,3297.5206611570247
2.0,1.0,62.0,1691.0,3.0,3666.4695446481373
2.0,1.0,64.8,1545.0,2.0,4194.174757281553
2.0,3.0,75.0,1214.0,3.0,6177.924217462933
2.0,1.0,67.0,1261.0,3.0,5313.243457573354
2.0,1.0,55.0,1464.0,3.0,3756.8306010928964
2.0,1.0,60.0,1344.0,3.0,4464.285714285715
4.0,1.0,125.0,2200.0,3.0,5681.818181818182
2.0,2.0,68.0,1260.0,3.0,5396.825396825397
2.0,1.0,63.5,1170.0,2.0,5427.350427350428
2.0,1.0,70.0,1881.0,3.0,3721.424774056353
2.0,1.0,64.5,943.0,2.0,6839.872746553552
2.0,1.0,39.07,1056.0,2.0,3699.810606060606
2.0,2.0,45.0,1417.0,2.0,3175.7233592095977
2.0,1.0,35.23,1150.0,3.0,3063.478260869565
2.0,1.0,25.0,1028.0,2.0,2431.906614785992
1.0,1.0,40.0,823.0,2.0,4860.267314702309
2.0,2.0,38.0,1937.0,2.0,1961.7965926690758
2.0,2.0,59.0,1650.0,3.0,3575.757575757576
3.0,1.0,35.23,950.0,2.0,3708.4210526315783
2.0,2.0,40.43,1600.0,4.0,2526.875
2.0,1.0,56.35,1260.0,2.0,4472.222222222223
2.0,1.0,75.0,1400.0,4.0,5357.142857142857
2.0,1.0,62.78,1920.0,3.0,3269.7916666666665
2.0,1.0,61.25,1451.5,3.0,4219.77264898381
3.0,3.0,100.0,3785.0,2.0,2642.007926023778
2.0,1.0,40.0,1255.0,2.0,3187.2509960159364
2.0,2.0,40.43,1250.0,2.0,3234.4
2.0,2.0,41.0,1097.0,2.0,3737.46581586144
2.0,2.0,50.0,1400.0,4.0,3571.4285714285716
3.0,2.0,52.47,1300.0,3.0,4036.153846153846
2.0,1.0,37.83,1100.0,2.0,3439.090909090909
2.0,1.0,33.06,1200.0,2.0,2755.0
2.0,2.0,40.44,1700.0,2.0,2378.823529411765
2.0,2.0,37.0,1554.3,2.0,2380.492826352699
2.0,1.0,28.88,1550.0,2.0,1863.225806451613
2.0,1.0,28.88,1243.0,2.0,2323.411102172164
2.0,1.0,30.29,1458.0,2.0,2077.5034293552812
2.0,1.0,53.0,1710.0,3.0,3099.4152046783624
2.0,2.0,48.33,975.0,1.0,4956.923076923077
2.0,1.0,30.88,2968.0,2.0,1040.4312668463613
2.0,1.0,61.26,1752.12,2.0,3496.3358674063425
2.0,3.0,65.0,1920.0,2.0,3385.4166666666665
2.0,2.0,40.0,1200.0,3.0,3333.3333333333335
2.0,1.0,32.49,1245.0,2.0,2609.6385542168673
3.0,3.0,46.0,1275.0,3.0,3607.843137254902
2.0,3.0,47.0,1050.0,2.0,4476.190476190476
3.0,3.0,50.0,1050.0,2.0,4761.9047619047615
3.0,1.0,97.0,1842.0,2.0,5266.015200868621
2.0,1.0,29.45,1470.0,2.0,2003.4013605442176
2.0,1.0,32.49,1225.0,1.0,2652.2448979591836
2.0,1.0,34.65,1305.0,2.0,2655.1724137931033
2.0,1.0,55.0,5384.0,6.0,1021.5453194650818
2.0,1.0,33.51,1200.0,1.0,2792.5
3.0,1.0,35.25,1680.0,2.0,2098.214285714286
2.0,1.0,33.51,1251.0,2.0,2678.6570743405277
2.0,2.0,40.45,1100.0,2.0,3677.2727272727275
2.0,1.0,31.48,1100.0,2.0,2861.818181818182
2.0,1.0,57.0,1200.0,3.0,4750.0
2.0,2.0,28.0,2030.0,2.0,1379.3103448275863
2.0,1.0,29.6,1145.0,2.0,2585.1528384279477
2.0,1.0,34.0,1850.0,1.0,1837.837837837838
2.0,1.0,37.84,1270.0,2.0,2979.5275590551187
2.0,2.0,40.43,1197.0,3.0,3377.6106934001673
2.0,1.0,65.0,1210.0,2.0,5371.900826446281
2.0,2.0,46.0,960.0,2.0,4791.666666666667
2.0,3.0,50.35,2321.0,2.0,2169.323567427833
2.0,1.0,49.82,1594.0,2.0,3125.4705144291092
2.0,1.0,30.75,1070.0,2.0,2873.8317757009345
2.0,1.0,33.06,3895.0,2.0,848.780487804878
2.0,1.0,26.5,1040.0,2.0,2548.076923076923
2.0,1.0,54.48,1410.0,2.0,3863.8297872340427
1.0,1.0,28.0,1200.0,2.0,2333.3333333333335
2.0,1.0,37.83,1140.0,2.0,3318.4210526315787
3.0,2.0,58.0,3913.0,4.0,1482.238691541017
2.0,1.0,45.5,1070.0,2.0,4252.336448598131
2.0,2.0,51.47,1320.0,3.0,3899.242424242424
1.0,1.0,39.0,1300.0,2.0,3000.0
2.0,1.0,52.0,1060.0,2.0,4905.66037735849
3.0,1.0,55.0,1100.0,2.0,5000.0
2.0,2.0,39.0,1100.0,1.0,3545.4545454545455
2.0,1.0,56.0,1850.0,2.0,3027.027027027027
2.0,0.0,46.0,829.0,2.0,5548.854041013269
2.0,2.0,55.0,1645.0,2.0,3343.4650455927053
2.0,2.0,49.0,1100.0,3.0,4454.545454545455
2.0,2.0,55.0,1041.0,2.0,5283.381364073007
2.0,0.0,42.0,1200.0,2.0,3500.0
2.0,1.0,49.8,1225.0,3.0,4065.3061224489797
1.0,0.0,26.0,1205.0,2.0,2157.6763485477177
2.0,2.0,64.98,1200.0,2.0,5415.0
2.0,2.0,59.76,1151.0,3.0,5192.006950477846
2.0,1.0,54.0,1250.0,3.0,4320.0
2.0,2.0,65.0,1920.0,2.0,3385.4166666666665
1.0,0.0,42.5,780.0,2.0,5448.717948717948
2.0,1.0,50.0,1192.0,2.0,4194.6308724832215
2.0,1.0,75.0,1510.0,3.0,4966.887417218543
2.0,0.0,40.0,1392.0,2.0,2873.5632183908046
3.0,3.0,40.0,1232.0,2.0,3246.753246753247
3.0,1.0,70.0,1707.0,3.0,4100.761570005859
2.0,2.0,63.51,1300.0,3.0,4885.384615384615
3.0,2.0,58.0,1140.0,2.0,5087.7192982456145
2.0,2.0,60.0,1398.0,2.0,4291.845493562232
2.0,1.0,48.0,1125.0,2.0,4266.666666666667
2.0,1.0,44.0,1245.0,2.0,3534.136546184739
2.0,1.0,67.0,2040.0,5.0,3284.3137254901962
2.0,2.0,46.0,1080.0,3.0,4259.259259259259
2.0,1.0,24.95,933.0,2.0,2674.1693461950695
2.0,2.0,44.0,1270.0,2.0,3464.566929133858
2.0,1.5843757375501535,40.0,1153.0,2.0,3469.210754553339
2.0,1.0,33.0,1500.0,2.0,2200.0
2.0,2.0,60.0,2400.0,2.0,2500.0
1.0,1.0,45.0,1280.0,2.0,3515.625
3.0,2.0,85.0,1719.0,3.0,4944.735311227458
2.0,1.0,60.0,1200.0,3.0,5000.0
2.0,0.0,68.0,1290.0,2.0,5271.3178294573645
3.0,2.0,185.0,1065.0,3.0,17370.89201877934
2.0,1.0,75.0,996.0,1.0,7530.120481927711
3.0,1.0,180.0,1080.0,3.0,16666.666666666668
3.0,3.0,185.0,1840.0,2.0,10054.347826086956
3.0,2.0,150.0,1525.0,2.0,9836.065573770491
4.0,2.0,330.0,1929.0,3.0,17107.309486780716
2.0,0.0,423.0,1862.0,3.0,22717.50805585392
3.0,2.0,265.0,1382.0,2.0,19175.108538350218
3.0,1.5843757375501535,288.0,1550.0,2.0,18580.645161290322
3.0,3.0,154.0,1075.0,3.0,14325.581395348838
1.0,0.0,90.0,1170.0,2.0,7692.307692307692
4.0,2.0,325.0,1250.0,3.0,26000.0
3.0,3.0,350.0,3000.0,2.0,11666.666666666666
3.0,3.0,180.0,1200.0,2.0,15000.0
2.0,1.0,75.0,1035.0,2.0,7246.376811594203
2.0,2.0,44.0,1187.0,1.0,3706.8239258635217
2.0,2.0,68.0,1385.0,2.0,4909.747292418772
2.0,2.0,65.0,1350.0,3.0,4814.814814814815
2.0,1.0,60.0,1200.0,3.0,5000.0
3.0,1.0,65.0,1200.0,3.0,5416.666666666667
2.0,2.0,70.0,1200.0,2.0,5833.333333333333
1.0,1.0,35.0,1270.0,3.0,2755.9055118110236
2.0,1.0,300.0,1767.0,2.0,16977.92869269949
1.0,0.0,38.0,600.0,1.0,6333.333333333333
3.0,3.0,65.0,1105.0,2.0,5882.35294117647
3.0,2.0,65.0,1200.0,3.0,5416.666666666667
3.0,2.0,52.0,1100.0,3.0,4727.272727272727
2.0,2.0,65.0,1069.0,3.0,6080.449017773621
2.0,2.0,65.0,1220.0,3.0,5327.868852459016
1.0,1.0,65.0,1760.0,2.0,3693.181818181818
2.0,1.0,75.0,1107.0,3.0,6775.067750677506
2.0,2.0,60.8,3000.0,6.0,2026.6666666666667
2.0,1.0,52.75,1092.0,3.0,4830.58608058608
2.0,1.0,59.5,1100.0,3.0,5409.090909090909
2.0,2.0,60.6,995.0,2.0,6090.452261306533
2.0,2.0,59.5,2500.0,4.0,2380.0
2.0,2.0,52.8,1285.0,2.0,4108.949416342412
2.0,1.0,52.8,2100.0,2.0,2514.285714285714
2.0,1.0,48.5,2400.0,3.0,2020.8333333333333
2.0,1.0,52.5,1133.0,2.0,4633.715798764342
2.0,2.0,60.8,1260.0,3.0,4825.396825396825
2.0,1.0,48.66,1510.0,4.0,3222.5165562913908
2.0,3.0,119.0,1075.0,2.0,11069.767441860466
2.0,2.0,60.0,1153.0,3.0,5203.816131830009
2.0,1.0,45.5,1385.0,2.0,3285.198555956679
2.0,1.0,63.0,1510.0,4.0,4172.185430463576
2.0,2.0,65.0,1224.0,2.0,5310.4575163398695
2.0,1.0,22.0,1320.0,2.0,1666.6666666666667
4.0,2.0,240.0,2047.0,3.0,11724.47484123107
3.0,1.0,140.0,1425.0,3.0,9824.561403508771
